term,estimate,p.value,conf.low,conf.high,w_GAVI,w_GACI,w_VGVI
sex_Male,1.1193947289501265,0.198,0.9428868587292836,1.3291058296838631,0.1,0.4,0.5
VSDI,0.9808065183157796,0.956,0.4799506804816924,1.9996720635885572,0.1,0.4,0.5
CGEI,1.0238258187582754,0.359,0.9736284211685122,1.0766783377422353,0.1,0.4,0.5
age,0.9944508667593029,0.072,0.9884290236143565,1.000499025560518,0.1,0.4,0.6
AHEIScore,1.0010619125395068,0.656,0.9964042447957583,1.0057434630942175,0.1,0.4,0.6
householdIncome,1.0390118951596674,0.136,0.9881141251464198,1.0926137051976081,0.1,0.4,0.6
alcohol,1.0043792469102655,0.693,0.9828470570800524,1.026394839076497,0.1,0.4,0.6
smoker_Yes,1.0732739207460325,0.423,0.9028737577424861,1.2759198777480067,0.1,0.4,0.6
sex_Male,1.119611753553683,0.197,0.9430763708082704,1.3293548960575587,0.1,0.4,0.6
VSDI,0.9808207080408505,0.956,0.4799496220247866,1.9997089795617167,0.1,0.4,0.6
CGEI,1.0207160464624196,0.407,0.9724147869046414,1.0714724746776159,0.1,0.4,0.6
age,0.9944554497835569,0.072,0.9884338060959109,1.0005034183368768,0.1,0.4,0.7000000000000001
AHEIScore,1.0010535528109212,0.658,0.9963959497040368,1.0057350116613646,0.1,0.4,0.7000000000000001
householdIncome,1.0390578710091583,0.135,0.9881594219177308,1.092660482375848,0.1,0.4,0.7000000000000001
alcohol,1.0043850885293901,0.692,0.9828533024945645,1.0264002606556821,0.1,0.4,0.7000000000000001
smoker_Yes,1.0735426899962721,0.421,0.9030995268201554,1.2762408998451031,0.1,0.4,0.7000000000000001
sex_Male,1.119784388907379,0.196,0.9432268899780843,1.329553346930115,0.1,0.4,0.7000000000000001
VSDI,0.9806553776228984,0.956,0.4798571227809642,1.9993818957043306,0.1,0.4,0.7000000000000001
CGEI,1.018346374460243,0.448,0.971639419948916,1.0673464142441513,0.1,0.4,0.7000000000000001
age,0.9944589759015214,0.073,0.988437480265036,1.0005068032915188,0.1,0.4,0.8
AHEIScore,1.0010465938109452,0.66,0.9963890668132959,1.0057279540488835,0.1,0.4,0.8
householdIncome,1.0390893400132883,0.135,0.9881904242420764,1.0926924973612244,0.1,0.4,0.8
alcohol,1.00439047626709,0.692,0.982858976178778,1.0264053549284873,0.1,0.4,0.8
smoker_Yes,1.0737708655590918,0.42,0.9032918229837799,1.27651255721665,0.1,0.4,0.8
sex_Male,1.1199222694056212,0.196,0.9433469782186807,1.3297120280965706,0.1,0.4,0.8
VSDI,0.9804240752658594,0.956,0.4797317788621158,1.9989201595486332,0.1,0.4,0.8
CGEI,1.0165123669337033,0.482,0.9711364440907586,1.0640503129859558,0.1,0.4,0.8
age,0.9944617438750162,0.073,0.9884403609574033,1.000509463820374,0.1,0.4,0.9
AHEIScore,1.0010407985503138,0.662,0.996383347946279,1.0057220636543216,0.1,0.4,0.9
householdIncome,1.0391115762800565,0.135,0.9882123299321564,1.092715117173702,0.1,0.4,0.9
alcohol,1.0043952683903363,0.692,0.9828639768931365,1.0264099357013492,0.1,0.4,0.9
smoker_Yes,1.0739634748889144,0.419,0.903454505496663,1.2767413605257307,0.1,0.4,0.9
sex_Male,1.1200336957385093,0.195,0.9434439485415804,1.3298403741602554,0.1,0.4,0.9
VSDI,0.9801768784645335,0.955,0.4795992468424628,1.9984251874806522,0.1,0.4,0.9
CGEI,1.0150658238876944,0.511,0.9708056107334964,1.0613811937291229,0.1,0.4,0.9
age,0.994463959340339,0.073,0.9884426642797295,1.0005115955581518,0.1,0.4,1
AHEIScore,1.001035939701058,0.663,0.9963785612768981,1.0057171169043249,0.1,0.4,1
householdIncome,1.0391277370784842,0.134,0.9882282501520114,1.0927315548047507,0.1,0.4,1
alcohol,1.0043994766984263,0.691,0.982868341498869,1.0264139875853775,0.1,0.4,1
smoker_Yes,1.0741265817258885,0.418,0.9035924893909069,1.276934813160172,0.1,0.4,1
sex_Male,1.1201249956956814,0.195,0.9435233540789348,1.3299456080887873,0.1,0.4,1
VSDI,0.9799355539322987,0.954,0.4794705624809644,1.9979412101070388,0.1,0.4,1
CGEI,1.0139034314637787,0.535,0.9705859750942519,1.0591878750580428,0.1,0.4,1
age,0.9944149546031875,0.071,0.9883905544311549,1.000465583099368,0.1,0.5,0.1
AHEIScore,1.0010595360191874,0.656,0.9964049553234705,1.0057380236087368,0.1,0.5,0.1
householdIncome,1.0380855841586039,0.145,0.9872003510232092,1.091671640239589,0.1,0.5,0.1
alcohol,1.004463154130293,0.687,0.9829231471233668,1.026487472854945,0.1,0.5,0.1
smoker_Yes,1.0742101412441785,0.417,0.9037500709420689,1.276912070857386,0.1,0.5,0.1
sex_Male,1.1185950244897482,0.201,0.9421676355849794,1.3282176584591967,0.1,0.5,0.1
VSDI,0.96679788431712,0.924,0.47264125261576634,1.9716657105597417,0.1,0.5,0.1
CGEI,1.0455884271576823,0.121,0.9883902846078642,1.1062619351346985,0.1,0.5,0.1
age,0.9944138033007484,0.07,0.9883896978886805,1.0004641437094486,0.1,0.5,0.2
AHEIScore,1.001092742219162,0.646,0.9964366052682803,1.0057728833462862,0.1,0.5,0.2
householdIncome,1.0383130875681492,0.143,0.9874241633170117,1.0919038204287412,0.1,0.5,0.2
alcohol,1.004406182757179,0.691,0.98286763892575,1.0264287405819539,0.1,0.5,0.2
smoker_Yes,1.0728424167979904,0.425,0.9025650231436831,1.275329103225847,0.1,0.5,0.2
sex_Male,1.118302485845,0.202,0.9419207500933003,1.327869776442643,0.1,0.5,0.2
VSDI,0.9732060800511871,0.939,0.47599870612951756,1.9845192175369737,0.1,0.5,0.2
CGEI,1.0441754360364948,0.141,0.985756978290664,1.1062012352909558,0.1,0.5,0.2
age,0.9944203334382352,0.071,0.9883967760799959,1.0004701437432666,0.1,0.5,0.30000000000000004
AHEIScore,1.0011021307047425,0.643,0.9964449965165932,1.0057832904158663,0.1,0.5,0.30000000000000004
householdIncome,1.038547166322294,0.14,0.9876547934469128,1.092142224199349,0.1,0.5,0.30000000000000004
alcohol,1.0043755533634022,0.693,0.9828387851695461,1.0263960889063346,0.1,0.5,0.30000000000000004
smoker_Yes,1.0723105997526083,0.429,0.9020924338851919,1.2747301618278133,0.1,0.5,0.30000000000000004
sex_Male,1.1184018315749156,0.201,0.9420135097562827,1.327975285253231,0.1,0.5,0.30000000000000004
VSDI,0.9775152032946273,0.949,0.47824522785225104,1.9931627185982599,0.1,0.5,0.30000000000000004
CGEI,1.0395604869017394,0.181,0.9821137566335271,1.1004923522833265,0.1,0.5,0.30000000000000004
age,0.9944288564511864,0.071,0.9884058396472881,1.0004781457148384,0.1,0.5,0.4
AHEIScore,1.0010983329564578,0.645,0.9964406969721384,1.0057799769229345,0.1,0.5,0.4
householdIncome,1.0387292482254153,0.138,0.9878342993883206,1.0923275020231884,0.1,0.5,0.4
alcohol,1.004364303196481,0.694,0.982829054705989,1.0263831548645157,0.1,0.5,0.4
smoker_Yes,1.072289126358953,0.429,0.9020593266693663,1.2747256567524257,0.1,0.5,0.4
sex_Male,1.1186582445429056,0.2,0.9422407729341052,1.3282648072342143,0.1,0.5,0.4
VSDI,0.9798321460582469,0.954,0.47944541873364094,1.9978125035121828,0.1,0.5,0.4
CGEI,1.0341189777095825,0.23,0.9790183917239144,1.092424943379134,0.1,0.5,0.4
age,0.994436710689365,0.072,0.9884141354588405,1.0004855752100663,0.1,0.5,0.5
AHEIScore,1.0010896662519742,0.647,0.9964318274539542,1.0057714823149129,0.1,0.5,0.5
householdIncome,1.038857366953219,0.137,0.9879606529703945,1.0924577899599062,0.1,0.5,0.5
alcohol,1.0043631560157438,0.694,0.9828290519692994,1.0263807633548991,0.1,0.5,0.5
smoker_Yes,1.0724859961899995,0.428,0.9022168297174672,1.2749718415570008,0.1,0.5,0.5
sex_Male,1.1189355658291291,0.199,0.942484581400774,1.3285807468927597,0.1,0.5,0.5
VSDI,0.9808987263520065,0.957,0.47999269953424456,1.9999525885218474,0.1,0.5,0.5
CGEI,1.0293048778380567,0.28,0.976785884897847,1.0847340019602782,0.1,0.5,0.5
age,0.9944432237148166,0.072,0.9884209876714783,1.000491762451703,0.1,0.5,0.6
AHEIScore,1.0010801070876723,0.65,0.9964222202771501,1.0057619388746717,0.1,0.5,0.6
householdIncome,1.0389453833673203,0.136,0.9880474859636916,1.0925472487983685,0.1,0.5,0.6
alcohol,1.0043664196952478,0.694,0.9828331447064435,1.0263831390381388,0.1,0.5,0.6
smoker_Yes,1.0727488190898684,0.426,0.9024338515513074,1.2752910233187311,0.1,0.5,0.6
sex_Male,1.119184497140551,0.199,0.9427026578212031,1.3288654364455674,0.1,0.5,0.6
VSDI,0.9812913170491266,0.957,0.48018986976518563,2.0007382480816163,0.1,0.5,0.6
CGEI,1.0257309437269109,0.327,0.9749717012572527,1.0792059399220664,0.1,0.5,0.6
age,0.994448455674492,0.072,0.9884264769547504,1.0004967475246311,0.1,0.5,0.7000000000000001
AHEIScore,1.0010711548007616,0.653,0.9964132942819123,1.0057529305950261,0.1,0.5,0.7000000000000001
householdIncome,1.0390062919078202,0.136,0.9881075964872128,1.0926091229010655,0.1,0.5,0.7000000000000001
alcohol,1.0043712946578245,0.693,0.9828386194786035,1.0263873797750325,0.1,0.5,0.7000000000000001
smoker_Yes,1.073013428153326,0.424,0.9026546067322185,1.2756092053614885,0.1,0.5,0.7000000000000001
sex_Male,1.119394699911141,0.198,0.9428864268636074,1.329106370978326,0.1,0.5,0.7000000000000001
VSDI,0.9813424336214289,0.958,0.48021061283585503,2.0008371713750863,0.1,0.5,0.7000000000000001
CGEI,1.022851992927787,0.369,0.9736971932544405,1.074551025567178,0.1,0.5,0.7000000000000001
age,0.9944526424468594,0.072,0.988430860345673,1.0005007458132757,0.1,0.5,0.8
AHEIScore,1.0010632393163066,0.655,0.9964054382508519,1.005744929607552,0.1,0.5,0.8
householdIncome,1.0390492404418974,0.135,0.9881499981167808,1.0926527286232497,0.1,0.5,0.8
alcohol,1.0043765216386669,0.693,0.982844286372316,1.0263921469715014,0.1,0.5,0.8
smoker_Yes,1.0732567591685693,0.423,0.9028586769290297,1.275900305011286,0.1,0.5,0.8
sex_Male,1.1195689727326716,0.197,0.9430385737249752,1.329306420830931,0.1,0.5,0.8
VSDI,0.9812273502605295,0.957,0.48014606599926907,2.0006017768355697,0.1,0.5,0.8
CGEI,1.0205438823639867,0.406,0.9727983782353316,1.070687514914559,0.1,0.5,0.8
age,0.9944560170085617,0.072,0.9884343873306507,1.0005039743585915,0.1,0.5,0.9
AHEIScore,1.0010563852215422,0.657,0.9963986563565435,1.0057379808438551,0.1,0.5,0.9
householdIncome,1.0390801963618672,0.135,0.9881805720610731,1.0926841404458534,0.1,0.5,0.9
alcohol,1.004381569274103,0.693,0.9828496627605628,1.0263968546884725,0.1,0.5,0.9
smoker_Yes,1.0734728167108594,0.422,0.9030404610770735,1.2761579538987047,0.1,0.5,0.9
sex_Male,1.1197132700555088,0.197,0.9431644239096635,1.3294722413734268,0.1,0.5,0.9
VSDI,0.9810362154866946,0.957,0.48004290989569987,2.0002134851345987,0.1,0.5,0.9
CGEI,1.0186809170984388,0.438,0.9721578432006571,1.067478870328604,0.1,0.5,0.9
age,0.9944587677711053,0.073,0.9884372582284993,1.0005066101016638,0.1,0.5,1
AHEIScore,1.0010504835619622,0.659,0.996392829674318,1.0057319848974153,0.1,0.5,1
householdIncome,1.0391029974005794,0.135,0.9882031013466528,1.092707263590772,0.1,0.5,1
alcohol,1.0043862367245235,0.692,0.9828545807766943,1.0264012656933068,0.1,0.5,1
smoker_Yes,1.0736621606309933,0.42,0.9032001232650453,1.2763832502879031,0.1,0.5,1
sex_Male,1.1198334387738866,0.196,0.9432691488520135,1.329610449609962,0.1,0.5,1
VSDI,0.9808151813103487,0.956,0.47992493868641883,1.999765223924476,0.1,0.5,1
CGEI,1.0171605869322888,0.466,0.9716957727154891,1.0647962111518123,0.1,0.5,1
age,0.9944195753970617,0.071,0.9883950786779253,1.0004703136079454,0.1,0.6,0.1
AHEIScore,1.0010529979487162,0.658,0.9963985900171837,1.0057313000080825,0.1,0.6,0.1
householdIncome,1.0380978065786044,0.145,0.9872117683414101,1.0916846418768067,0.1,0.6,0.1
alcohol,1.0044755798912062,0.686,0.9829347957040362,1.0265007584710355,0.1,0.6,0.1
smoker_Yes,1.074620585102888,0.414,0.904099588415926,1.2773957643582567,0.1,0.6,0.1
sex_Male,1.1185244246322754,0.201,0.9421030000987434,1.3281408533565306,0.1,0.6,0.1
VSDI,0.9655582230894683,0.921,0.47197702761525123,1.969280564055919,0.1,0.6,0.1
CGEI,1.0464464107152192,0.11,0.9898284285276648,1.106479062285112,0.1,0.6,0.1
age,0.9944151443725449,0.071,0.9883907876130448,1.0004657419822807,0.1,0.6,0.2
AHEIScore,1.0010881921450272,0.647,0.9964323796380007,1.005768004425075,0.1,0.6,0.2
householdIncome,1.0382642305467755,0.143,0.9873750751723562,1.0918550021867623,0.1,0.6,0.2
alcohol,1.0044210553530668,0.69,0.9828813077475084,1.0264449463668697,0.1,0.6,0.2
smoker_Yes,1.0732173595528973,0.423,0.9028902096121884,1.275762660905691,0.1,0.6,0.2
sex_Male,1.1181515694543276,0.202,0.9417849020644629,1.3277023205935747,0.1,0.6,0.2
VSDI,0.971324711605391,0.935,0.4749992172559229,1.980857548422175,0.1,0.6,0.2
CGEI,1.0461123779520114,0.121,0.9882866753082629,1.107478013512076,0.1,0.6,0.2
age,0.9944177681108826,0.071,0.9883938246049929,1.000467962290166,0.1,0.6,0.30000000000000004
AHEIScore,1.0011045039497584,0.643,0.9964476379507351,1.0057854126582277,0.1,0.6,0.30000000000000004
householdIncome,1.038462171090918,0.141,0.9875699137526271,1.092056858996873,0.1,0.6,0.30000000000000004
alcohol,1.0043847843027782,0.692,0.9828465666953663,1.0264069053002254,0.1,0.6,0.30000000000000004
smoker_Yes,1.0724447098148953,0.428,0.9022157435950181,1.2748754363940051,0.1,0.6,0.30000000000000004
sex_Male,1.1181277672746421,0.202,0.9417704000675071,1.327666111708394,0.1,0.6,0.30000000000000004
VSDI,0.9758628584752905,0.945,0.4773704474552004,1.9899546379419255,0.1,0.6,0.30000000000000004
CGEI,1.043398662249236,0.147,0.985253539829848,1.1051147872022569,0.1,0.6,0.30000000000000004
age,0.994423797619111,0.071,0.9884003434293887,1.0004735167792684,0.1,0.6,0.4
AHEIScore,1.0011069455877657,0.642,0.9964494370624457,1.0057884973412898,0.1,0.6,0.4
householdIncome,1.0386377615656412,0.139,0.9877429834802076,1.0922356164900064,0.1,0.6,0.4
alcohol,1.004366142810563,0.694,0.9828294441560106,1.026386559888567,0.1,0.6,0.4
smoker_Yes,1.0721810825312896,0.429,0.9019768790894895,1.2745849712304846,0.1,0.6,0.4
sex_Male,1.1183036808891935,0.202,0.9419282799108364,1.327861963482572,0.1,0.6,0.4
VSDI,0.9787867833567292,0.952,0.4788920045424954,1.995811337638104,0.1,0.6,0.4
CGEI,1.0389390636027886,0.183,0.9821650917885877,1.0991163343767154,0.1,0.6,0.4
age,0.9944305654336132,0.071,0.9884075622111935,1.000479848116386,0.1,0.6,0.5
AHEIScore,1.0011020963079484,0.643,0.9964442536770558,1.0057839618519893,0.1,0.6,0.5
householdIncome,1.0387744874221863,0.138,0.9878778565262694,1.0923746564823251,0.1,0.6,0.5
alcohol,1.0043592230884169,0.694,0.9828238031773806,1.0263782337098855,0.1,0.6,0.5
smoker_Yes,1.0722126418719207,0.429,0.901992712653939,1.2746376354095088,0.1,0.6,0.5
sex_Male,1.1185512444878434,0.201,0.9421470274890625,1.3281424466095242,0.1,0.6,0.5
VSDI,0.9804390311408746,0.956,0.4797474092243788,1.9991167758893773,0.1,0.6,0.5
CGEI,1.0343320974777905,0.224,0.9795885059233936,1.0922391653826802,0.1,0.6,0.5
age,0.9944368452124425,0.072,0.9884142177976014,1.0004857649046246,0.1,0.6,0.6
AHEIScore,1.0010943437391857,0.646,0.9964363582972126,1.0057763242590876,0.1,0.6,0.6
householdIncome,1.0388755025421856,0.137,0.9879775672036627,1.0924772917456516,0.1,0.6,0.6
alcohol,1.0043587866622261,0.694,0.9828243700786023,1.0263767100496533,0.1,0.6,0.6
smoker_Yes,1.0723823687502545,0.428,0.902129186718085,1.274848907941364,0.1,0.6,0.6
sex_Male,1.1188025858759398,0.2,0.9423679366183084,1.3284288729033018,0.1,0.6,0.6
VSDI,0.9812715864978894,0.957,0.4801752330317893,2.0007773593474876,0.1,0.6,0.6
CGEI,1.0302353093736065,0.266,0.9776303388375126,1.0857599248736944,0.1,0.6,0.6
age,0.9944422642041155,0.072,0.9884199379775878,1.0004908934231473,0.1,0.6,0.7000000000000001
AHEIScore,1.001085943731939,0.648,0.996427923580409,1.0057679301233502,0.1,0.6,0.7000000000000001
householdIncome,1.038949074786378,0.136,0.9880502328890233,1.09255198432331,0.1,0.6,0.7000000000000001
alcohol,1.0043615439845506,0.694,0.9828278952771748,1.0263786454519919,0.1,0.6,0.7000000000000001
smoker_Yes,1.0726027207290962,0.427,0.9023110317492816,1.2751166571721055,0.1,0.6,0.7000000000000001
sex_Male,1.1190309353747583,0.199,0.9425680755780408,1.3286898925705686,0.1,0.6,0.7000000000000001
VSDI,0.9816210302258326,0.958,0.480352029064991,2.001468395811001,0.1,0.6,0.7000000000000001
CGEI,1.0270852266304047,0.305,0.9759528288325431,1.0809740001831958,0.1,0.6,0.7000000000000001
age,0.9944468135292939,0.072,0.9884247261323548,1.0004952126916973,0.1,0.6,0.8
AHEIScore,1.0010778894517898,0.651,0.9964198923217521,1.005759825712913,0.1,0.6,0.8
householdIncome,1.0390028606266666,0.136,0.9881033877002209,1.0926065464679258,0.1,0.6,0.8
alcohol,1.0043656890646282,0.694,0.9828326263628641,1.0263821699943798,0.1,0.6,0.8
smoker_Yes,1.072831046734002,0.425,0.9025012793998664,1.27539154073422,0.1,0.6,0.8
sex_Male,1.1192293992324858,0.198,0.9427417109442481,1.3289171894278873,0.1,0.6,0.8
VSDI,0.9816979329954356,0.958,0.48038777085851536,2.001612678174778,0.1,0.6,0.8
CGEI,1.0244468674129594,0.342,0.9746945614500439,1.0768066549059414,0.1,0.6,0.8
age,0.9944506039979496,0.072,0.9884287064769565,1.0004988204385452,0.1,0.6,0.9
AHEIScore,1.0010705476273358,0.653,0.9964126026322633,1.005752407294134,0.1,0.6,0.9
householdIncome,1.0390426432986395,0.135,0.9881427277405456,1.0926468713667,0.1,0.6,0.9
alcohol,1.0043702915858295,0.693,0.9828376794434105,1.0263863000396867,0.1,0.6,0.9
smoker_Yes,1.0730485830105883,0.424,0.9026834686281571,1.2756521279357091,0.1,0.6,0.9
sex_Male,1.119399034622741,0.198,0.9428899377303147,1.3291117338165859,0.1,0.6,0.9
VSDI,0.9816257120977643,0.958,0.48034668788087936,2.0014581318562676,0.1,0.6,0.9
CGEI,1.0222528958336672,0.375,0.9737501552395155,1.0732317954733133,0.1,0.6,0.9
age,0.9944537675253288,0.072,0.9884320222634188,1.0005018375645789,0.1,0.6,1
AHEIScore,1.0010640015595165,0.655,0.9964061219821561,1.0057457741244156,0.1,0.6,1
householdIncome,1.0390725031812964,0.135,0.9881722741984059,1.0926771136023512,0.1,0.6,1
alcohol,1.004374893160539,0.693,0.9828426315886853,1.0263905373123094,0.1,0.6,1
smoker_Yes,1.0732482506149674,0.423,0.9028512344390746,1.2758905507271285,0.1,0.6,1
sex_Male,1.1195434579035985,0.197,0.9430160147271854,1.3292775333389775,0.1,0.6,1
VSDI,0.9814750534301065,0.958,0.48026545113064806,2.0011467753185794,0.1,0.6,1
CGEI,1.0204247763092649,0.405,0.9730368530254457,1.070174526812712,0.1,0.6,1
age,0.994423595622383,0.071,0.9883990424109799,1.0004744012195723,0.1,0.7000000000000001,0.1
AHEIScore,1.0010473270423945,0.66,0.9963930498097107,1.005725485856535,0.1,0.7000000000000001,0.1
householdIncome,1.0381146019807024,0.145,0.9872277909400031,1.0917022209821605,0.1,0.7000000000000001,0.1
alcohol,1.004485124295403,0.686,0.9829438277207825,1.0265108721103948,0.1,0.7000000000000001,0.1
smoker_Yes,1.0749497013391063,0.412,0.9043790744701273,1.2777847045533932,0.1,0.7000000000000001,0.1
sex_Male,1.1184914501324679,0.201,0.9420721399122087,1.3281059292902382,0.1,0.7000000000000001,0.1
VSDI,0.964666941737474,0.919,0.4715002227124779,1.9675609847895668,0.1,0.7000000000000001,0.1
CGEI,1.046755616695619,0.104,0.9907454564581117,1.1061160835933723,0.1,0.7000000000000001,0.1
age,0.9944175551056522,0.071,0.9883930419659592,1.0004683162896948,0.1,0.7000000000000001,0.2
AHEIScore,1.0010821030133583,0.649,0.9964265721398124,1.0057616218520096,0.1,0.7000000000000001,0.2
householdIncome,1.0382385770277487,0.144,0.987349079240031,1.0918295687543773,0.1,0.7000000000000001,0.2
alcohol,1.0044346821374581,0.689,0.9828940989665645,1.0264595065010698,0.1,0.7000000000000001,0.2
smoker_Yes,1.0735955242348838,0.421,0.9032155480057256,1.2762036493123523,0.1,0.7000000000000001,0.2
sex_Male,1.1180815230532113,0.203,0.9417205956817206,1.327626369305019,0.1,0.7000000000000001,0.2
VSDI,0.9697767349285251,0.931,0.47417775727108485,1.9778329266625498,0.1,0.7000000000000001,0.2
CGEI,1.046914595468352,0.109,0.9899591985063322,1.1073115464731687,0.1,0.7000000000000001,0.2
age,0.9944173717528799,0.071,0.9883931522523476,1.0004678434976677,0.1,0.7000000000000001,0.30000000000000004
AHEIScore,1.001102595543474,0.643,0.9964460217142431,1.0057832143840628,0.1,0.7000000000000001,0.30000000000000004
householdIncome,1.03840185975614,0.142,0.9875095938094,1.0919963523739893,0.1,0.7000000000000001,0.30000000000000004
alcohol,1.004396325934961,0.692,0.982856991515189,1.0264196807576718,0.1,0.7000000000000001,0.30000000000000004
smoker_Yes,1.0726950488897764,0.426,0.9024353658430023,1.2751613993896074,0.1,0.7000000000000001,0.30000000000000004
sex_Male,1.1179629518272705,0.203,0.9416230961365668,1.3274817406888255,0.1,0.7000000000000001,0.30000000000000004
VSDI,0.9742332004538959,0.941,0.47650876948966725,1.9867696359973352,0.1,0.7000000000000001,0.30000000000000004
CGEI,1.045752022101758,0.126,0.9875882313492943,1.1074916561002524,0.1,0.7000000000000001,0.30000000000000004
age,0.9944209840157208,0.071,0.9883971778972009,1.0004710518601114,0.1,0.7000000000000001,0.4
